director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Daniel Alfredson;33613;Luftslottet som sprängdes;10.873;4000000;43498108;Action|Thriller|Crime|Mystery;759;7.0;147;2009-11-27
Lee Unkrich;10193;Toy Story 3;22.542;200000000;1066969703;Animation|Family|Comedy;9301;7.8;103;2010-06-16
Tim Burton;12155;Alice in Wonderland;22.594;200000000;1025467110;Family|Fantasy|Adventure;9397;6.6;108;2010-03-03
David Yates;12444;Harry Potter and the Deathly Hallows: Part 1;28.757;250000000;954305868;Adventure|Fantasy;11656;7.8;146;2010-10-17
Christopher Nolan;27205;Inception;58.462;160000000;825532764;Action|Science Fiction|Adventure;23783;8.3;148;2010-07-15
Mike Mitchell;10192;Shrek Forever After;16.152;165000000;752600867;Comedy|Adventure|Fantasy|Animation|Family;4195;6.2;93;2010-05-16
David Slade;24021;The Twilight Saga: Eclipse;16.906;68000000;698491347;Adventure|Fantasy|Drama|Romance;5339;6.1;124;2010-06-23
Jon Favreau;10138;Iron Man 2;25.551;200000000;623933331;Adventure|Action|Science Fiction;13326;6.8;124;2010-04-28
Byron Howard;38757;Tangled;25.088;260000000;591794936;Animation|Family;6980;7.5;100;2010-11-24
Pierre Coffin;20352;Despicable Me;20.429;69000000;543513985;Animation|Family|Comedy;10623;7.2;95;2010-07-08
Chris Sanders;10191;How to Train Your Dragon;28.435;165000000;494878759;Fantasy|Adventure|Animation|Family;8237;7.7;100;2010-03-10
Michael Apted;10140;The Chronicles of Narnia: The Voyage of the Dawn Treader;19.817;155000000;415686217;Adventure|Family|Fantasy;3492;6.3;113;2010-08-13
Tom Hooper;45269;The King's Speech;21.301;15000000;414211549;Drama|History;5413;7.7;118;2010-09-06
Joseph Kosinski;20526;TRON: Legacy;16.037;170000000;400062763;Adventure|Action|Science Fiction;4653;6.4;125;2010-12-10
Harald Zwart;38575;The Karate Kid;14.663;40000000;357852395;Action|Adventure|Drama|Family;3412;6.3;140;2010-06-10
Mike Newell;9543;Prince of Persia: The Sands of Time;16.961;150000000;335154643;Adventure|Fantasy|Action|Romance;4352;6.2;116;2010-05-19
Darren Aronofsky;44214;Black Swan;19.498;13000000;327803731;Drama|Thriller|Horror;8979;7.6;108;2010-12-03
Tom McGrath;38055;Megamind;16.926;130000000;321885765;Animation|Action|Comedy|Family|Science Fiction;3966;6.8;96;2010-10-28
M. Night Shyamalan;10196;The Last Airbender;12.797;150000000;318502923;Action|Adventure|Family|Fantasy;2327;4.6;103;2010-06-30
Ridley Scott;20662;Robin Hood;19.486;200000000;310669540;Action|Adventure|Drama;2769;6.3;140;2010-05-12
Paul Weitz;39451;Little Fockers;11.371;100000000;310650585;Comedy|Romance;2041;5.6;98;2010-12-21
Paul W.S. Anderson;35791;Resident Evil: Afterlife;0.6;60000000;300228084;Action|Adventure|Horror|Science Fiction;2256;6.0;97;2010-09-09
Martin Scorsese;11324;Shutter Island;29.16;80000000;294804195;Drama|Thriller|Mystery;13829;8.1;138;2010-02-14
Phillip Noyce;27576;Salt;13.705;110000000;293329073;Action|Mystery|Thriller;3452;6.3;100;2010-07-21
Michael Patrick King;37786;Sex and the City 2;10.503;100000000;288347692;Comedy|Drama|Romance;884;5.9;146;2010-05-26
Florian Henckel von Donnersmarck;37710;The Tourist;13.581;100000000;278731369;Action|Thriller|Romance;3411;6.1;103;2010-12-08
Sylvester Stallone;27578;The Expendables;17.447;80000000;274470394;Thriller|Adventure|Action;4936;6.1;103;2010-08-03
Dennis Dugan;38365;Grown Ups;13.779;80000000;271430189;Comedy;3418;6.2;102;2010-06-24
James Mangold;37834;Knight and Day;14.224;117000000;261930431;Action|Comedy;2670;6.1;109;2010-06-15
Joel Coen;44264;True Grit;13.534;38000000;252276927;Drama|Adventure|Western;3078;7.3;110;2010-12-22
Rob Letterman;38745;Gulliver's Travels;10.709;112000000;237382724;Comedy|Adventure|Family|Fantasy;1402;5.1;85;2010-12-25
Louis Leterrier;18823;Clash of the Titans;13.946;125000000;232713139;Adventure|Fantasy|Action;3955;5.7;106;2010-04-01
Chris Columbus;32657;Percy Jackson & the Olympians: The Lightning Thief;26.4;95000000;226497209;Adventure|Fantasy|Family;4637;6.1;119;2010-02-01
David Fincher;37799;The Social Network;21.135;40000000;224920315;Drama;6685;7.2;121;2010-10-01
Garry Marshall;32856;Valentine's Day;12.787;52000000;216485654;Comedy|Romance;2029;5.8;125;2010-02-10
Jon Turteltaub;27022;The Sorcerer's Apprentice;20.31;150000000;215283742;Fantasy|Adventure|Action|Comedy|Drama;3146;6.0;109;2010-07-13
Todd Phillips;41733;Due Date;10.81;65000000;211780824;Comedy|Drama;3238;6.3;95;2010-11-04
Ryan Murphy;38167;Eat Pray Love;11.122;60000000;204594016;Drama;1359;6.1;133;2010-08-12
Eric Brevig;41515;Yogi Bear;11.804;80000000;201584141;Comedy|Family|Animation|Adventure;426;5.3;80;2010-12-17
Tod Williams;41436;Paranormal Activity 2;11.13;3000000;177512032;Horror|Thriller;1463;5.7;91;2010-10-20
Joe Carnahan;34544;The A-Team;14.131;110000000;177238796;Thriller|Action|Adventure|Comedy|Crime;2876;6.3;119;2010-06-10
Adam McKay;27581;The Other Guys;12.582;100000000;170432927;Action|Comedy|Crime;2383;6.2;107;2010-08-06
Tony Scott;44048;Unstoppable;11.443;100000000;167805466;Action|Thriller;2044;6.4;98;2010-11-04
Jon M. Chu;41233;Step Up 3D;32.28;30000000;159291809;Drama|Romance;1260;6.8;107;2010-08-04
Albert Hughes;20504;The Book of Eli;11.197;80000000;157107755;Action|Thriller|Science Fiction;3732;6.7;118;2010-01-11
Ben Affleck;23168;The Town;15.818;37000000;154026136;Crime|Drama|Thriller;2598;7.1;125;2010-09-15
Shawn Levy;35056;Date Night;14.543;55000000;152263880;Comedy;1850;6.0;97;2010-04-08
Hiromasa Yonebayashi;51739;借りぐらしのアリエッティ;17.115;23000000;145570827;Fantasy|Animation|Family;1339;7.5;94;2010-07-16
Zack Snyder;41216;Legend of the Guardians: The Owls of Ga'Hoole;16.096;80000000;140073390;Animation|Adventure|Family|Fantasy;1321;6.6;97;2010-07-10
Kevin Greutert;41439;Saw 3D;25.847;20000000;136150434;Horror|Crime;1622;6.0;90;2010-10-21
Andy Tennant;27573;The Bounty Hunter;10.039;40000000;136000000;Action|Comedy|Drama;1783;5.8;110;2010-03-16
Oliver Stone;33909;Wall Street: Money Never Sleeps;10.971;70000000;134748021;Drama|Crime;856;6.0;133;2010-09-02
Nimród Antal;34851;Predators;14.547;40000000;126248813;Action|Science Fiction|Adventure|Thriller;2137;6.1;107;2010-07-03
Jeff Tremaine;16290;Jackass 3D;16.133;20000000;117224271;Comedy|Documentary|Action;722;6.3;94;2010-10-15
Samuel Bayer;23437;A Nightmare on Elm Street;18.093;35000000;115664037;Horror|Mystery|Thriller;1547;5.5;95;2010-04-30
Lasse Hallström;22971;Dear John;9.575;25000000;114977104;Drama|Romance|War;2890;6.8;115;2010-02-04
Brad Peyton;39691;Cats & Dogs: The Revenge of Kitty Galore;9.912;85000000;112483764;Comedy|Family|Action|Fantasy;311;5.0;82;2010-07-28
Michael Lembeck;23023;Tooth Fairy;12.267;48000000;112462508;Comedy|Family|Fantasy;1186;5.4;101;2010-01-14
Greg Berlanti;38408;Life As We Know It;13.21;38000000;105610124;Comedy|Romance|Drama;1904;6.8;114;2010-10-02
Clint Eastwood;44603;Hereafter;11.893;50000000;105197635;Drama|Fantasy;915;6.0;129;2010-10-22
Edward Zwick;43347;Love & Other Drugs;14.237;30000000;102820008;Drama|Comedy|Romance;2726;6.9;112;2010-11-22
Don Roos;52505;The Other Woman;7.672;30000000;102000000;Drama;234;6.2;98;2010-10-28
Robert Luketic;37821;Killers;10.204;75000000;98159963;Action|Comedy|Thriller|Romance;1430;5.8;100;2010-06-04
James Wan;49018;Insidious;13.775;1500000;97009150;Horror|Thriller;3890;6.9;103;2010-09-13
Matthew Vaughn;23483;Kick-Ass;16.363;28000000;96188903;Action|Crime;8023;7.1;117;2010-03-22
Paul Greengrass;22972;Green Zone;13.352;100000000;94882889;War|Action|Adventure|Drama|Thriller;1274;6.4;115;2010-03-11
David O. Russell;45317;The Fighter;15.974;25000000;93617009;Drama;2507;7.3;116;2010-12-17
Susanna White;35019;Nanny McPhee and the Big Bang;11.03;35000000;93246388;Comedy|Fantasy|Family;1055;6.1;109;2010-03-26
Nicholas Stoller;32823;Get Him to the Greek;11.756;40000000;90029656;Comedy;1058;5.9;109;2010-06-04
Steve Antin;42297;Burlesque;12.015;55000000;89519773;Drama|Romance;1333;7.1;119;2010-11-23
Jay Roach;38778;Dinner for Schmucks;12.576;69000000;86387857;Comedy;1005;5.6;114;2010-07-30
Tom Dey;38579;Marmaduke;10.33;50000000;83761844;Family|Comedy;428;5.1;87;2010-06-04
Kusuba Kouzou;86184;映画ドラえもん のび太の人魚大海戦;4.254;0;83686340;Adventure|Family|Animation;6;6.3;100;2010-03-06
Alexandre Aja;43593;Piranha 3D;14.45;24000000;83188165;Comedy|Horror;1141;5.3;88;2010-08-20
Gary Winick;37056;Letters to Juliet;13.843;30000000;82148538;Comedy|Drama|Romance;1869;6.9;105;2010-05-14
Jason Friedberg;40264;Vampires Suck;9.256;20000000;80547866;Comedy;729;4.1;82;2010-08-18
Alan Poul;34806;The Back-Up Plan;10.859;35000000;77477008;Comedy|Romance;879;6.0;106;2010-04-23
Will Gluck;37735;Easy A;13.981;8000000;74952305;Comedy;4538;6.8;93;2010-09-16
Martin Campbell;12201;Edge of Darkness;11.64;80000000;74901339;Crime|Drama|Mystery|Thriller;860;6.3;117;2010-01-28
Katsuyuki Motohiro;65841;踊る大捜査線 THE MOVIE 3 ヤツらを解放せよ！;1.165;0;72500000;Action|Drama|Comedy;4;4.4;141;2010-07-03
Robert Schwentke;39514;RED;14.933;58000000;71664962;Action|Adventure|Comedy|Crime|Thriller;4397;6.6;111;2010-10-13
Ben Stassen;49953;A Turtle's Tale: Sammy's Adventures;8.83;0;71594792;Animation|Family;354;5.8;88;2010-08-03
John Luessenhop;22907;Takers;10.718;32000000;69055695;Action|Crime|Drama|Thriller;665;6.2;107;2010-08-26
Scott Stewart;22894;Legion;12.934;26000000;67918658;Horror|Action|Fantasy;1272;5.4;100;2010-01-21
Daniel Stamm;38358;The Last Exorcism;9.982;1800000;67738090;Horror|Drama|Thriller;559;5.5;87;2010-08-27
Colin Strause;42684;Skyline;13.349;10000000;66821036;Science Fiction|Action;887;4.8;92;2010-11-11
Luca Miniero;48415;Benvenuti al sud;8.657;4000000;65584679;Comedy;1191;6.7;102;2010-10-01
Anton Corbijn;27579;The American;12.857;20000000;65464324;Crime|Drama|Thriller;739;5.8;104;2010-08-31
Steve Pink;23048;Hot Tub Time Machine;13.005;36000000;64572262;Science Fiction|Comedy|Adventure;1488;6.0;101;2010-03-26
José Padilha;47931;Tropa de Elite 2;8.702;0;63027681;Drama|Action|Crime;887;7.8;115;2010-10-08
S. Shankar;148284;எந்திரன்;7.583;26400000;62000000;Action|Science Fiction;98;6.5;155;2010-10-01
Randall Wallace;39486;Secretariat;9.0;35000000;60251371;Drama;223;7.0;123;2010-08-20
Roman Polanski;11439;The Ghost Writer;10.17;45000000;60222298;Thriller|Mystery;1219;6.8;128;2010-02-12
Tyler Perry;35688;Why Did I Get Married Too?;6.248;20000000;60072596;Comedy|Romance;55;6.0;121;2010-04-02
Roger Michell;38357;Morning Glory;11.253;40000000;58785180;Comedy|Drama|Romance;812;6.3;102;2010-11-10
Allen Coulter;23169;Remember Me;13.015;16000000;56032889;Drama|Romance;2252;7.0;113;2010-03-12
Kevin Smith;23742;Cop Out;9.637;30000000;55583804;Action|Comedy|Crime;859;5.4;107;2010-02-26
Breck Eisner;29427;The Crazies;10.523;20000000;54956140;Mystery|Horror|Action;1109;6.2;101;2010-02-26
Pierre Morel;26389;From Paris with Love;26.023;52000000;52826594;Action|Crime|Thriller;1160;6.2;92;2010-02-04
Tsui Hark;48492;狄仁傑之通天帝國;9.615;13000000;51723285;Action|Adventure|Drama|Mystery;193;6.8;119;2010-09-18
Paul Haggis;43539;The Next Three Days;12.076;30000000;51148651;Romance|Drama|Thriller|Crime;1603;7.0;133;2010-11-18
David Yates;12445;Harry Potter and the Deathly Hallows: Part 2;36.773;125000000;1342000000;Fantasy|Adventure;12477;8.1;130;2011-07-07
Michael Bay;38356;Transformers: Dark of the Moon;4.873;195000000;1123746996;Action|Science Fiction|Adventure;5265;6.1;154;2011-06-28
Rob Marshall;1865;Pirates of the Caribbean: On Stranger Tides;24.61;380000000;1045713802;Adventure|Action|Fantasy;9141;6.4;136;2011-05-14
Bill Condon;50619;The Twilight Saga: Breaking Dawn - Part 1;21.248;110000000;712171856;Adventure|Fantasy|Romance;5497;6.0;117;2011-03-15
Brad Bird;56292;Mission: Impossible - Ghost Protocol;20.14;145000000;694713380;Action|Thriller|Adventure;6461;7.0;133;2011-12-07
Jennifer Yuh Nelson;49444;Kung Fu Panda 2;17.697;150000000;665692281;Animation|Family;3947;6.8;91;2011-05-25
Justin Lin;51497;Fast Five;1.749;125000000;626137675;Action|Thriller|Crime;4647;7.2;130;2011-04-20
Raja Gosnell;41513;The Smurfs;15.727;110000000;563749323;Animation|Family|Adventure|Comedy|Fantasy;2310;5.7;103;2011-07-29
John Lasseter;49013;Cars 2;22.581;200000000;559852396;Animation|Family|Adventure|Comedy;4426;5.9;106;2011-06-11
Chris Miller;417859;Puss in Boots;12.949;130000000;554987477;Action|Adventure|Animation|Family|Fantasy|Comedy;1608;6.3;90;2011-10-28
Carlos Saldanha;46195;Rio;20.597;90000000;484635760;Animation|Adventure|Comedy|Family;3993;6.6;96;2011-04-03
Rupert Wyatt;61791;Rise of the Planet of the Apes;20.856;93000000;482860185;Thriller|Action|Drama|Science Fiction;7736;7.2;105;2011-08-03
Kenneth Branagh;10195;Thor;40.097;150000000;449326618;Adventure|Fantasy|Action;13726;6.7;115;2011-04-21
Eric Toledano;77338;Intouchables;15.63;13000000;426480871;Drama|Comedy;10663;8.2;113;2011-11-02
Steven Spielberg;17578;The Adventures of Tintin;15.591;130000000;371940071;Adventure|Animation|Mystery;3464;6.8;107;2011-10-25
Joe Johnston;1771;Captain America: The First Avenger;20.675;140000000;370569774;Action|Adventure|Science Fiction;13787;6.9;124;2011-07-22
Matthew Vaughn;49538;X-Men: First Class;0.873;160000000;353624124;Action|Science Fiction|Adventure;8758;7.3;132;2011-06-01
Mike Mitchell;55301;Alvin and the Chipmunks: Chipwrecked;16.428;75000000;342695435;Comedy|Fantasy|Family|Music|Animation;1195;5.6;87;2011-12-14
Guy Ritchie;58574;Sherlock Holmes: A Game of Shadows;15.451;125000000;334615000;Adventure|Action|Crime|Mystery;6820;7.1;129;2011-11-22
Shawn Levy;39254;Real Steel;15.693;110000000;299268508;Action|Science Fiction|Drama;4881;6.8;127;2011-09-28
Paul Feig;55721;Bridesmaids;11.761;32500000;288383523;Comedy|Romance;2972;6.5;125;2011-05-13
J.J. Abrams;37686;Super 8;12.927;50000000;260095987;Thriller|Science Fiction|Mystery;4231;6.7;112;2011-06-08
Todd Phillips;45243;The Hangover Part II;18.603;80000000;254455986;Comedy;6682;6.4;102;2011-05-25
Gore Verbinski;44896;Rango;17.082;135000000;245724603;Animation|Comedy|Family|Western|Adventure;3672;6.6;107;2011-03-02
David Fincher;65754;The Girl with the Dragon Tattoo;17.263;90000000;232617430;Thriller|Crime|Mystery|Drama;4229;7.3;158;2011-12-14
Michel Gondry;40805;The Green Hornet;15.105;120000000;227817248;Action|Crime|Comedy;2050;5.5;119;2011-01-12
Tarsem Singh;37958;Immortals;14.762;75000000;226904017;Fantasy|Action|Drama;1516;5.8;110;2011-11-10
Martin Campbell;44912;Green Lantern;14.405;200000000;219851172;Adventure|Action|Thriller|Science Fiction;4626;5.1;114;2011-06-16
Jake Kasdan;52449;Bad Teacher;12.996;20000000;216197492;Comedy;3114;5.5;92;2011-05-16
Dennis Dugan;50546;Just Go with It;15.598;80000000;214918407;Comedy|Romance;3261;6.5;117;2011-02-10
Seth Gordon;51540;Horrible Bosses;13.744;35000000;209600000;Comedy|Crime;4081;6.5;98;2011-07-08
Henry Joost;72571;Paranormal Activity 3;8.335;5000000;205703818;Horror;1300;5.9;83;2011-10-19
Jonathan Liebesman;44943;Battle: Los Angeles;12.059;70000000;202466756;Action|Science Fiction;2182;5.6;116;2011-03-08
Kelly Asbury;45772;Gnomeo & Juliet;25.296;36000000;189712432;Animation|Family;1193;5.8;84;2011-01-13
Mark Waters;58224;Mr. Popper's Penguins;10.776;55000000;187361754;Comedy|Family;1712;5.8;94;2011-06-17
Martin Scorsese;44826;Hugo;16.403;170000000;185770160;Adventure|Drama|Family;4445;7.1;126;2011-11-22
Tim Hill;50359;Hop;12.724;63000000;183953723;Animation|Comedy|Family;676;5.7;95;2011-03-30
Steven Spielberg;57212;War Horse;13.948;66000000;177584879;Drama|War|Action;1998;7.2;146;2011-12-25
Alexander Payne;65057;The Descendants;11.511;20000000;177243185;Comedy|Drama;1624;6.8;115;2011-09-09
Jon Favreau;49849;Cowboys & Aliens;16.428;163000000;174822325;Action|Science Fiction|Thriller|Western;3294;5.5;119;2011-07-29
Andrew Niccol;49530;In Time;18.214;40000000;173930596;Action|Thriller|Science Fiction;6735;6.8;109;2011-10-27
Frank Coraci;38317;Zookeeper;12.436;80000000;169852759;Comedy|Romance|Family;975;5.3;102;2011-07-06
James Bobin;64328;The Muppets;14.372;45000000;165184237;Comedy|Family|Music;896;6.6;103;2011-11-22
Neil Burger;51876;Limitless;15.101;27000000;161849455;Thriller|Mystery|Science Fiction;6778;7.2;105;2011-03-08
Oliver Parker;58233;Johnny English Reborn;11.711;45000000;160078586;Crime|Adventure|Action|Comedy|Thriller;1965;6.1;101;2011-09-15
Zoya Akhtar;61202;ज़िन्दगी ना मिलेगी दोबारा;6.301;7700000;160000000;Drama|Comedy|Romance;161;7.6;166;2011-07-15
Steven Quale;55779;Final Destination 5;11.252;47000000;157887643;Horror|Mystery;1845;6.0;92;2011-08-12
Brett Ratner;59108;Tower Heist;10.428;75000000;152930623;Action|Comedy;1741;6.0;104;2011-11-02
Woody Allen;59436;Midnight in Paris;12.923;30000000;151119219;Fantasy|Comedy|Romance;4321;7.5;94;2011-05-11
Will Gluck;50544;Friends with Benefits;12.727;35000000;150483765;Romance|Comedy;5079;6.6;109;2011-07-21
George Miller;65759;Happy Feet Two;12.741;130000000;150406466;Animation|Comedy|Family;831;6.0;100;2011-11-17
Dennis Dugan;71880;Jack and Jill;9.932;79000000;149673788;Comedy;1225;4.1;91;2011-11-11
Brian Taylor;71676;Ghost Rider: Spirit of Vengeance;14.66;57000000;149217355;Action|Fantasy|Thriller;2186;4.8;95;2011-12-10
Ivan Reitman;41630;No Strings Attached;15.191;25000000;147780440;Comedy|Romance;2867;6.2;107;2011-01-21
Duncan Jones;45612;Source Code;14.753;32000000;147332697;Thriller|Science Fiction|Mystery;4926;7.2;93;2011-03-30
D.J. Caruso;46529;I Am Number Four;11.215;50000000;144492830;Action|Thriller|Science Fiction|Adventure;3014;6.0;109;2011-02-18
Glenn Ficarra;50646;Crazy, Stupid, Love.;15.218;50000000;142851197;Comedy|Drama|Romance;4947;7.2;118;2011-07-29
Garry Marshall;62838;New Year's Eve;11.787;56000000;142044638;Comedy|Romance;1402;5.8;118;2011-12-08
Steven Soderbergh;39538;Contagion;13.117;60000000;137551594;Drama|Thriller|Science Fiction;2281;6.3;106;2011-09-08
John Madden;74534;The Best Exotic Marigold Hotel;9.49;10000000;136836156;Drama|Comedy;809;6.9;124;2011-11-28
Michel Hazanavicius;74643;The Artist;11.758;15000000;133432856;Drama|Comedy|Romance;1921;7.4;100;2011-06-26
Paul W.S. Anderson;52451;The Three Musketeers;12.399;75000000;132274484;Adventure|Action|Thriller;1718;5.7;110;2011-08-31
Jaume Collet-Serra;48138;Unknown;17.61;30000000;130786397;Action|Mystery|Thriller;2205;6.6;113;2011-02-16
George Nolfi;38050;The Adjustment Bureau;13.696;50200000;127869379;Science Fiction|Thriller|Romance;2795;6.7;106;2011-03-03
Tate Taylor;50014;The Help;16.238;25000000;124272124;Drama;4285;8.1;146;2011-08-09
Cameron Crowe;74465;We Bought a Zoo;11.278;50000000;120081841;Drama|Comedy|Family;1631;6.7;124;2011-12-08
Phyllida Lloyd;71688;The Iron Lady;10.015;13000000;114956699;History|Drama;987;6.4;105;2011-12-30
Francis Lawrence;55787;Water for Elephants;9.049;38000000;114156230;Drama|Romance;1718;6.9;120;2011-03-15
Bennett Miller;60308;Moneyball;13.786;50000000;110206216;Drama;2442;7.2;134;2011-09-22
Alister Grierson;48340;Sanctum;10.076;30000000;108609310;Action|Thriller;557;5.9;108;2011-02-03
A.R. Murugadoss;86718;7Aum Arivu;2.653;16000000;98900000;Action|Science Fiction|Thriller;19;6.8;168;2011-10-26
Jon M. Chu;54518;Justin Bieber: Never Say Never;9.361;13000000;98441954;Documentary|Music|Family;254;5.1;105;2011-02-11
Greg Mottola;39513;Paul;14.103;40000000;97552050;Adventure|Comedy|Science Fiction;3249;6.5;104;2011-02-14
Wes Craven;41446;Scream 4;13.714;40000000;97138686;Horror|Mystery;1754;6.2;111;2011-04-11
Mikael Håfström;48171;The Rite;9.913;37000000;96047633;Drama|Thriller|Horror;1080;6.0;114;2011-01-28
Charles Martin Smith;62837;Dolphin Tale;7.999;37000000;95404397;Drama|Family;368;6.8;113;2011-09-23
Zhang Yimou;76758;金陵十三釵;8.66;94000000;95311434;Drama|History|War;359;7.4;146;2011-12-15
Dominic Sena;23047;Season of the Witch;13.003;40000000;91627228;Adventure|Fantasy|Action;1471;5.3;95;2011-01-07
Zack Snyder;23629;Sucker Punch;17.431;82000000;89792502;Action|Fantasy|Thriller;2895;6.1;110;2011-03-24
Catherine Hardwicke;49730;Red Riding Hood;12.366;42000000;89162162;Fantasy|Thriller|Horror;2021;5.9;100;2011-03-11
Ben Palmer;69798;The Inbetweeners Movie;7.552;0;88025781;Comedy;553;6.2;97;2011-08-19
Robert Rodriguez;56288;Spy Kids: All the Time in the World;9.32;27000000;85564310;Family|Comedy|Action;553;4.7;89;2011-08-18
Brad Furman;50348;The Lincoln Lawyer;10.259;40000000;85412898;Crime|Drama|Thriller;1641;7.1;119;2011-03-17
Clint Eastwood;88794;J. Edgar;12.869;35000000;84606030;Drama|Crime|History;1394;6.2;137;2011-11-09
John Whitesell;38322;Big Mommas: Like Father, Like Son;11.608;32000000;83615414;Crime|Comedy|Action;681;5.5;107;2011-02-16
Bobby Farrelly;48988;Hall Pass;9.84;36000000;83160734;Comedy|Romance;1097;5.5;105;2011-02-25
John Singleton;59965;Abduction;12.886;35000000;82087155;Thriller|Action|Mystery;1926;5.8;106;2011-09-22
Tomas Alfredson;49517;Tinker Tailor Soldier Spy;11.362;30000000;80630608;Drama|Thriller|Mystery;1504;6.7;127;2011-09-16
Scott Stewart;38321;Priest;16.008;60000000;78309131;Horror|Action|Thriller;1266;5.6;87;2011-05-05
Nicolas Winding Refn;64690;Drive;20.779;15000000;78054825;Drama|Action|Thriller|Crime;7312;7.5;100;2011-08-06
George Clooney;10316;The Ides of March;10.043;12500000;75993061;Drama;1494;6.7;101;2011-09-24
David Dobkin;49520;The Change-Up;9.597;52000000;75450437;Comedy;1553;6.0;112;2011-08-05
Ron Howard;44564;The Dilemma;9.297;70000000;67112664;Comedy|Drama;517;5.4;111;2011-01-13
Luke Greenfield;49022;Something Borrowed;9.181;35000000;65090821;Comedy|Drama|Romance;643;6.1;112;2011-05-05
Chris Gorak;71469;The Darkest Hour;10.858;30000000;64626786;Horror|Action|Thriller|Science Fiction;781;4.9;89;2011-12-22
Joe Wright;50456;Hanna;11.343;30000000;63782078;Action|Thriller|Adventure;2040;6.6;111;2011-04-07
Craig Brewer;68817;Footloose;15.259;24000000;63543328;Drama|Music|Romance;1006;6.6;113;2011-10-06
Gorô Miyazaki;83389;コクリコ坂から;8.753;22000000;61037844;Animation|Drama;693;7.6;91;2011-07-16
Olivier Megaton;62835;Colombiana;12.831;40000000;60965854;Action|Thriller|Crime|Drama;1487;6.5;108;2011-07-27
Lone Scherfig;51828;One Day;22.207;15000000;59389433;Drama|Romance;2288;7.2;107;2011-03-02
Joss Whedon;24428;The Avengers;55.239;220000000;1519557910;Science Fiction|Action|Adventure;20987;7.7;143;2012-04-25
Sam Mendes;37724;Skyfall;28.277;200000000;1108561013;Action|Adventure|Thriller;10918;7.1;143;2012-10-25
Christopher Nolan;49026;The Dark Knight Rises;35.793;250000000;1084939099;Action|Crime|Drama|Thriller;14865;7.7;165;2012-07-16
Peter Jackson;49051;The Hobbit: An Unexpected Journey;28.161;250000000;1021103568;Adventure|Fantasy|Action;12694;7.2;169;2012-11-26
Steve Martino;57800;Ice Age: Continental Drift;20.51;95000000;877244782;Animation|Comedy|Adventure|Family;4898;6.3;88;2012-06-26
Bill Condon;50620;The Twilight Saga: Breaking Dawn - Part 2;18.405;120000000;829000000;Adventure|Fantasy|Drama|Romance;5543;6.3;115;2012-11-13
Marc Webb;1930;The Amazing Spider-Man;27.067;215000000;752215857;Action|Adventure|Fantasy;11094;6.5;136;2012-06-27
Conrad Vernon;80321;Madagascar 3: Europe's Most Wanted;18.898;145000000;746921274;Animation|Family|Comedy;3666;6.5;93;2012-06-06
Gary Ross;70160;The Hunger Games;15.142;75000000;691210692;Science Fiction|Adventure|Fantasy;15412;7.1;142;2012-03-12
Barry Sonnenfeld;41154;Men in Black 3;20.249;225000000;624026776;Action|Comedy|Science Fiction;6894;6.4;106;2012-05-23
Ang Lee;87827;Life of Pi;14.098;120000000;609016565;Adventure|Drama|Action;9199;7.3;127;2012-11-20
Seth MacFarlane;72105;Ted;14.154;50000000;549368315;Comedy|Fantasy;8195;6.3;107;2012-06-29
Brenda Chapman;62177;Brave;31.001;185000000;538983207;Animation|Adventure|Comedy|Family|Action|Fantasy;8763;6.9;93;2012-06-21
Rich Moore;82690;Wreck-It Ralph;21.206;165000000;471222889;Family|Animation|Comedy|Adventure;8326;7.3;101;2012-11-01
Tom Hooper;82695;Les Misérables;14.141;61000000;441809770;History|Drama;3498;7.4;157;2012-12-18
Quentin Tarantino;68718;Django Unchained;27.338;100000000;425368238;Drama|Western;16885;8.0;165;2012-12-25
Ridley Scott;70981;Prometheus;25.33;130000000;403170142;Science Fiction|Adventure|Mystery;7818;6.4;124;2012-05-30
Rupert Sanders;58595;Snow White and the Huntsman;24.325;170000000;396600000;Adventure|Fantasy|Drama;5595;5.9;127;2012-05-30
Olivier Megaton;82675;Taken 2;19.513;45000000;376141306;Action|Crime|Thriller;4286;6.2;91;2012-09-27
Genndy Tartakovsky;76492;Hotel Transylvania;18.684;85000000;358375603;Animation|Comedy|Family|Fantasy;5426;6.9;91;2012-09-20
Brad Peyton;72545;Journey 2: The Mysterious Island;19.523;79000000;355692760;Adventure|Action|Science Fiction;2363;6.0;94;2012-01-19
Kyle Balda;73723;The Lorax;21.452;70000000;348840316;Animation|Family;1970;6.4;86;2012-03-01
Simon West;76163;The Expendables 2;14.032;100000000;312573423;Action|Adventure|Thriller;4456;6.2;103;2012-08-08
Peter Ramsey;81188;Rise of the Guardians;14.569;145000000;306941670;Animation|Family|Fantasy;3995;7.3;97;2012-11-21
Peter Berg;44833;Battleship;16.482;209000000;303025485;Thriller|Action|Adventure|Science Fiction;3448;5.6;131;2012-04-11
Jonathan Liebesman;57165;Wrath of the Titans;15.456;150000000;301000000;Fantasy|Adventure;2615;5.6;99;2012-03-27
Andrew Stanton;49529;John Carter;16.654;250000000;284139100;Action|Adventure|Science Fiction;3544;6.1;132;2012-03-07
Tony Gilroy;49040;The Bourne Legacy;18.55;130000000;276572938;Action|Thriller;3812;6.1;135;2012-08-08
